# Gene panel: Mendel-v12 -- Date: 2022-01-31
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
ASAH1	735		Farber lipogranulomatosis	AR	228000			
ASAH1	735		Spinal muscular atrophy with progressive myoclonic epilepsy	AR	159950			
ASB10	17185		Glaucoma 1, open angle, F	AD	603383			
ASCC1	24268		Barrett esophagus/esophageal adenocarcinoma		614266			
ASCC1	24268		Spinal muscular atrophy with congenital bone fractures 2	AR	616867			
ASCL1	738		Mental retardation, autosomal dominant 52	AD	617796			
ASH1L	19088		Mental retardation, autosomal dominant 52	AD	617796			
ASL	746		Argininosuccinic aciduria	AR	207900			
ASNS	753		Asparagine synthetase deficiency	AR	615574			
ASPA	756		Canavan disease	AR	271900			
ASPH	757		Traboulsi syndrome	AR	601552			
ASPM	19048		Microcephaly 5, primary, autosomal recessive	AR	608716			
ASS1	758		Citrullinemia	AR	215700			
ASXL1	18318		Bohring-Opitz syndrome	AD	605039			
ASXL1	18318		Myelodysplastic syndrome, somatic		614286			
ASXL2	23805		Shashi-Pena syndrome	AD	617190			
ASXL3	29357		Bainbridge-Ropers syndrome	AD	615485			
ATAD1	25903		Hyperekplexia 4	AR	618011			
ATAD3A	25567		Harel-Yoon syndrome	AD/AR	617183			
ATAD3A	25567		Pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal	AR	618810			
ATCAY	779		Ataxia, cerebellar, Cayman type	AR	601238			
ATF6	791		Achromatopsia 7	AR	616517			
ATG5	589		?Spinocerebellar ataxia, autosomal recessive 25	AR	617584			
ATIC	794		AICA-ribosiduria due to ATIC deficiency	AR	608688			
ATL1	11231		Neuropathy, hereditary sensory, type ID	AD	613708			
ATL1	11231		Spastic paraplegia 3A, autosomal dominant	AD	182600			
ATL3	24526		Neuropathy, hereditary sensory, type IF	AD	615632			
ATM	795		Ataxia-telangiectasia	AR	208900			
ATM	795		Lymphoma, B-cell non-Hodgkin, somatic					
ATM	795		Lymphoma, mantle cell, somatic					
ATM	795		T-cell prolymphocytic leukemia, somatic					
ATM	795		{Breast cancer, susceptibility to}	AD/SM	114480			
ATN1	3033		Congenital hypotonia, epilepsy, developmental delay, and digital anomalies	AD	618494			
ATN1	3033		Dentatorubral-pallidoluysian atrophy	AD	125370			
ATOH7	13907		Persistent hyperplastic primary vitreous, autosomal recessive	AR	221900			
ATP13A2	30213		Kufor-Rakeb syndrome	AR	606693			
ATP13A2	30213		Spastic paraplegia 78, autosomal recessive	AR	617225			
ATP1A1	799		Charcot-Marie-Tooth disease, axonal, type 2DD	AD	618036			
ATP1A1	799		Hypomagnesemia, seizures, and mental retardation 2	AD	618314			
ATP1A2	800		Alternating hemiplegia of childhood 1	AD	104290			
ATP1A2	800		Developmental and epileptic encephalopathy 98	AD	619605			
ATP1A2	800		Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies	AR	619602			
ATP1A2	800		Migraine, familial basilar	AD	602481			
ATP1A2	800		Migraine, familial hemiplegic, 2	AD	602481			
ATP1A3	801		Alternating hemiplegia of childhood 2	AD	614820			
ATP1A3	801		CAPOS syndrome	AD	601338			
ATP1A3	801		Developmental and epileptic encephalopathy 99	AD	619606			
ATP1A3	801		Dystonia-12	AD	128235			
ATP2A1	811		Brody myopathy	AR	601003			
ATP2A2	812		Acrokeratosis verruciformis	AD	101900			
ATP2A2	812		Darier disease	AD	124200			
ATP2B3	816		?Spinocerebellar ataxia, X-linked 1	XR	302500			
ATP2C1	13211		Hailey-Hailey disease	AD	169600			
ATP5F1A	823		?Combined oxidative phosphorylation deficiency 22	AR	616045			
ATP5F1A	823		?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4	AR	615228			
ATP5F1D	837		Mitochondrial complex V (ATP synthase) deficiency	AR	618120			
ATP5F1E	838		?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3	AR	614053			
ATP5MK	30889		Mitochondrial complex V (ATP synthase) deficiency, nuclear type 6	AR	618683			
ATP6AP1	868		Immunodeficiency 47	XR	300972			
ATP6AP2	18305		?Parkinsonism with spasticity, X-linked	XR	300911			
ATP6AP2	18305		Congenital disorder of glycosylation, type IIr	XR	301045			
ATP6AP2	18305		Intellectual developmental disorder, X-linked, syndromic, Hedera type	XR	300423			
ATP6V0A2	18481		Cutis laxa, autosomal recessive, type IIA	AR	219200			
ATP6V0A2	18481		Wrinkly skin syndrome	AR	278250			
ATP6V0A4	866		Distal renal tubular acidosis 3, with or without sensorineural hearing loss	AR	602722			
ATP6V1A	851		Cutis laxa, autosomal recessive, type IID	AR	617403			
ATP6V1A	851		Developmental and epileptic encephalopathy 93	AD	618012			
ATP6V1B1	853		Distal renal tubular acidosis 2 with progressive sensorineural hearing loss	AR	267300			
ATP6V1B2	854		Deafness, congenital, with onychodystrophy, autosomal dominant	AD	124480			
ATP6V1B2	854		Zimmermann-Laband syndrome 2	AD	616455			
ATP6V1E1	857		Cutis laxa, autosomal recessive, type IIC	AR	617402			
ATP7A	869		Menkes disease	XR	309400			
ATP7A	869		Occipital horn syndrome	XR	304150			
ATP7A	869		Spinal muscular atrophy, distal, X-linked 3	XR	300489			
ATP7B	870		Wilson disease	AR	277900			
ATP8A2	13533		?Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4	AR	615268			
ATP8B1	3706		Cholestasis, benign recurrent intrahepatic	AR	243300			
ATP8B1	3706		Cholestasis, intrahepatic, of pregnancy, 1	AD	147480			
ATP8B1	3706		Cholestasis, progressive familial intrahepatic 1	AR	211600			
ATPAF2	18802		?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	AR	604273			
ATR	882		?Cutaneous telangiectasia and cancer syndrome, familial	AD	614564			
ATR	882		GAPO syndrome	AR	230740			
ATR	882		Seckel syndrome 1	AR	210600			
ATR	882		{?Hemangioma, capillary infantile, susceptibility to}	AD	602089			
ATRX	886		Alpha-thalassemia myelodysplasia syndrome, somatic		300448			
ATRX	886		Alpha-thalassemia/mental retardation syndrome	XD	301040			
ATRX	886		Mental retardation-hypotonic facies syndrome, X-linked	XR	309580			
ATXN1	10548		Spinocerebellar ataxia 1	AD	164400			
ATXN10	10549		Spinocerebellar ataxia 10	AD	603516			
ATXN2	10555		Spinocerebellar ataxia 2	AD	183090			
ATXN2	10555		{Amyotrophic lateral sclerosis, susceptibility to, 13}	AD	183090			
ATXN2	10555		{Parkinson disease, late-onset, susceptibility to}	AD	168600			
ATXN3	7106		Machado-Joseph disease	AD	109150			
ATXN7	10560		Spinocerebellar ataxia 7	AD	164500			
AUH	890		3-methylglutaconic aciduria, type I	AR	250950			
AURKC	11391		Spermatogenic failure 5	AR	243060			
AUTS2	14262		Intellectual developmental disorder, autosomal dominant 26	AD	615834			
AVP	894		Diabetes insipidus, neurohypophyseal	AD	125700			
AVPR2	897		Diabetes insipidus, nephrogenic, 1	XR	304800			
AVPR2	897		Nephrogenic syndrome of inappropriate antidiuresis	XR	300539			
AXIN1	903		?Caudal duplication anomaly		607864			
AXIN1	903		Hepatocellular carcinoma, somatic		114550			
AXIN2	904		Colorectal cancer, somatic		114500			
AXIN2	904		Oligodontia-colorectal cancer syndrome	AD	608615			
B2M	914		?Amyloidosis, familial visceral	AD	105200			
B2M	914		Immunodeficiency 43	AR	241600			
B3GALNT2	28596		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11	AR	615181			
B3GALT6	17978		Al-Gazali syndrome	AR	609465			
B3GALT6	17978		Ehlers-Danlos syndrome, spondylodysplastic type, 2	AR	615349			
B3GALT6	17978		Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures	AR	271640			
B3GAT3	923		Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects	AR	245600			
B3GLCT	20207		Peters-plus syndrome	AR	261540			
B3GNT2	15629		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13	AR	615287			
B4GALNT1	4117		Spastic paraplegia 26, autosomal recessive	AR	609195			
B4GALT1	924		Congenital disorder of glycosylation, type IId	AR	607091			
B4GALT7	930		Ehlers-Danlos syndrome, spondylodysplastic type, 1	AR	130070			
B4GAT1	15685		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13	AR	615287			
B9D1	24123		?Meckel syndrome 9	AR	614209			
B9D1	24123		Joubert syndrome 27	AR	617120			
B9D2	28636		?Meckel syndrome 10	AR	614175			
B9D2	28636		Joubert syndrome 34	AR	614175			
BAAT	932		Bile acid conjugation defect 1	AR	619232			
BACH2	14078		Immunodeficiency 60 and autoimmunity	AD	618394			
BAG3	939		Cardiomyopathy, dilated, 1HH	AD	613881			
BAG3	939		Myopathy, myofibrillar, 6	AD	612954			
BANF1	17397		Nestor-Guillermo progeria syndrome	AR	614008			
BAP1	950		Luo-Schoch-Yamamoto syndrome	AD	619460			
BAP1	950		Tumor predisposition syndrome	AD	614327			
BARD1	952		{Breast cancer, susceptibility to}	AD/SM	114480			
BBIP1	28093		?Bardet-Biedl syndrome 18	AR	615995			
BBS1	966		Bardet-Biedl syndrome 1	AR/DR	209900			
BBS10	26291		Bardet-Biedl syndrome 10	AR	615987			
BBS12	26648		Bardet-Biedl syndrome 12	AR	615989			
BBS2	967		Bardet-Biedl syndrome 2	AR	615981			
BBS2	967		Retinitis pigmentosa 74	AR	616562			
BBS4	969		Bardet-Biedl syndrome 4	AR	615982			
BBS5	970		Bardet-Biedl syndrome 5	AR	615983			
BBS7	18758		Bardet-Biedl syndrome 7	AR	615984			
BBS9	30000		Bardet-Biedl syndrome 9	AR	615986			
BCAP31	16695		Deafness, dystonia, and cerebral hypomyelination	XR	300475			
BCAT2	977		?Hypervalinemia or hyperleucine-isoleucinemia	AR	618850			
BCKDHA	986		Maple syrup urine disease, type Ia	AR	248600			
BCKDHB	987		Maple syrup urine disease, type Ib	AR	248600			
BCKDK	16902		Branched-chain keto acid dehydrogenase kinase deficiency		614923			
BCL10	989		?Immunodeficiency 37	AR	616098			
BCL10	989		Lymphoma, MALT, somatic		137245			
BCL10	989		{Lymphoma, follicular, somatic}		605027			
BCL10	989		{Male germ cell tumor, somatic}		273300			
BCL10	989		{Mesothelioma, somatic}		156240			
BCL10	989		{Sezary syndrome, somatic}					
BCL11A	13221		Dias-Logan syndrome	AD	617101			
BCL11B	13222		Immunodeficiency 49	AD	617237			
BCL11B	13222		Intellectual developmental disorder with dysmorphic facies, speech delay, and T-cell abnormalities	AD	618092			
BCO1	13815		?Hypercarotenemia and vitamin A deficiency, autosomal dominant	AD	115300			
BCOR	20893		Microphthalmia, syndromic 2	XD	300166			
BCORL1	25657		Shukla-Vernon syndrome	XR	301029			
BCS1L	1020		Bjornstad syndrome	AR	262000			
BCS1L	1020		GRACILE syndrome	AR	603358			
BCS1L	1020		Mitochondrial complex III deficiency, nuclear type 1	AR	124000			
BEAN1	24160		Spinocerebellar ataxia 31	AD	117210			
BEST1	12703		?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2	AD	193220			
BEST1	12703		Bestrophinopathy, autosomal recessive		611809			
BEST1	12703		Macular dystrophy, vitelliform, 2	AD	153700			
BEST1	12703		Retinitis pigmentosa, concentric		613194			
BEST1	12703		Retinitis pigmentosa-50		613194			
BEST1	12703		Vitreoretinochoroidopathy	AD	193220			
BFSP1	1040		Cataract 33, multiple types	AD/AR	611391			
BFSP2	1041		Cataract 12, multiple types	AD	611597			
BGN	1044		Meester-Loeys syndrome	X	300989			
BGN	1044		Spondyloepimetaphyseal dysplasia, X-linked	XR	300106			
BHLHA9	35126		?Camptosynpolydactyly, complex	AR	607539			
BHLHA9	35126		Syndactyly, mesoaxial synostotic, with phalangeal reduction	AR	609432			
BICC1	19351		{Renal dysplasia, cystic, susceptibility to}	AD	601331			
BICD2	17208		Spinal muscular atrophy, lower extremity-predominant, 2A, autosomal dominant	AD	615290			
BICD2	17208		Spinal muscular atrophy, lower extremity-predominant, 2B, autosomal dominant	AD	618291			
BIN1	1052		Centronuclear myopathy 2	AR	255200			
BLK	1057		Maturity-onset diabetes of the young, type 11	AD	613375			
BLM	1058		Bloom syndrome	AR	210900			
BLNK	14211		?Agammaglobulinemia 4	AR	613502			
BLOC1S3	20914		Hermansky-Pudlak syndrome 8	AR	614077			
BLOC1S5	18561		Hermansky-Pudlak syndrome 11	AR	619172			
BLOC1S6	8549		?Hermansky-Pudlak syndrome 9	AR	614171			
BLVRA	1062		Hyperbiliverdinemia	AD/AR	614156			
BMP1	1067		Osteogenesis imperfecta, type XIII	AR	614856			
BMP15	1068		Ovarian dysgenesis 2	X	300510			
BMP15	1068		Premature ovarian failure 4	X	300510			
BMP2	1069		Brachydactyly, type A2	AD	112600			
BMP2	1069		Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1	AD	617877			
BMP2	1069		{HFE hemochromatosis, modifier of}	AR	235200			
BMP4	1071		Microphthalmia, syndromic 6	AD	607932			
BMP4	1071		Orofacial cleft 11		600625			
BMPER	24154		Diaphanospondylodysostosis	AR	608022			
BMPR1A	1076		Polyposis syndrome, hereditary mixed, 2		610069			
BMPR1A	1076		Polyposis, juvenile intestinal	AD	174900			
BMPR1B	1077		Acromesomelic dysplasia 3	AR	609441			
BMPR1B	1077		Brachydactyly, type A1, D	AD	616849			
BMPR1B	1077		Brachydactyly, type A2	AD	112600			
BMPR2	1078		Pulmonary hypertension, familial primary, 1, with or without HHT	AD	178600			
BMPR2	1078		Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated	AD	178600			
BMPR2	1078		Pulmonary venoocclusive disease 1	AD	265450			
BMS1	23505		?Aplasia cutis congenita, nonsyndromic	AD	107600			
BNC1	1081		?Premature ovarian failure 16	AD	618723			
BNC2	30988		Lower urinary tract obstruction, congenital	AD	618612			
BOLA3	24415		Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	AR	614299			
BPGM	1093		Erythrocytosis, familial, 8	AR	222800			
BPNT2	26019		Chondrodysplasia with joint dislocations, GPAPP type	AR	614078			
BPTF	3581		Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	AD	617755			
BRAF	1097		Adenocarcinoma of lung, somatic		211980			
BRAF	1097		Cardiofaciocutaneous syndrome	AD	115150			
BRAF	1097		Colorectal cancer, somatic		114500			
BRAF	1097		LEOPARD syndrome 3	AD	613707			
BRAF	1097		Melanoma, malignant, somatic		155600			
BRAF	1097		Nonsmall cell lung cancer, somatic		211980			
BRAF	1097		Noonan syndrome 7	AD	613706			
BRAT1	21701		Neurodevelopmental disorder with cerebellar atrophy and with or without seizures	AR	618056			
BRAT1	21701		Rigidity and multifocal seizure syndrome, lethal neonatal	AR	614498			
BRCA1	1100		Fanconi anemia, complementation group S	AR	617883			
BRCA1	1100		{Breast-ovarian cancer, familial, 1}	AD	604370			
BRCA1	1100		{Pancreatic cancer, susceptibility to, 4}		614320			
BRCA2	1101		Fanconi anemia, complementation group D1	AR	605724			
BRCA2	1101		Wilms tumor	AD/SM	194070			
BRCA2	1101		{Breast cancer, male, susceptibility to}	AD/SM	114480			
BRCA2	1101		{Breast-ovarian cancer, familial, 2}	AD	612555			
BRCA2	1101		{Glioblastoma 3}	AR	613029			
BRCA2	1101		{Medulloblastoma}	AD/AR/SM	155255			
BRCA2	1101		{Pancreatic cancer 2}		613347			
BRCA2	1101		{Prostate cancer}	AD/SM	176807			
BRD4	13575		Breast cancer, somatic		114480			
BRD4	13575		CLAPO syndrome, somatic		613089			
BRD4	13575		CLOVE syndrome, somatic		612918			
BRD4	13575		Colorectal cancer, somatic		114500			
BRD4	13575		Cowden syndrome 5		615108			
BRD4	13575		Gastric cancer, somatic		613659			
BRD4	13575		Hepatocellular carcinoma, somatic		114550			
BRD4	13575		Keratosis, seborrheic, somatic		182000			
BRD4	13575		Macrodactyly, somatic, (3), Cerebral cavernous malformations 4, somatic		155500			
BRD4	13575		Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic		602501			
BRD4	13575		Nevus, epidermal, somatic		162900			
BRD4	13575		Nonsmall cell lung cancer, somatic		211980			
BRD4	13575		Ovarian cancer, somatic		167000			
BRDT	1105		?Spermatogenic failure 21	AR	617644			
BRF1	11551		Cerebellofaciodental syndrome	AR	616202			
BRIP1	20473		Fanconi anemia, complementation group J		609054			
BRIP1	20473		{Breast cancer, early-onset, susceptibility to}	AD/SM	114480			
BRPF1	14255		Intellectual developmental disorder with dysmorphic facies and ptosis	AD	617333			
BRWD3	17342		Intellectual developmental disorder, X-linked 93	XR	300659			
BSCL2	15832		Encephalopathy, progressive, with or without lipodystrophy	AR	615924			
BSCL2	15832		Lipodystrophy, congenital generalized, type 2	AR	269700			
BSCL2	15832		Neuropathy, distal hereditary motor, type VC	AD	619112			
BSCL2	15832		Silver spastic paraplegia syndrome	AD	270685			
BSND	16512		Bartter syndrome, type 4a	AR	602522			
BSND	16512		Sensorineural deafness with mild renal dysfunction	AR	602522			
BTD	1122		Biotinidase deficiency	AR	253260			
BTK	1133		Agammaglobulinemia, X-linked 1	XR	300755			
BTK	1133		Isolated growth hormone deficiency, type III, with agammaglobulinemia	XR	307200			
BUB1	1148		Colorectal cancer with chromosomal instability, somatic		114500			
BUB1B	1149		Colorectal cancer, somatic		114500			
BUB1B	1149		Mosaic variegated aneuploidy syndrome 1	AR	257300			
BUB1B	1149		[Premature chromatid separation trait]	AD	176430			
BVES	1152		Muscular dystrophy, limb-girdle, autosomal recessive 25	AR	616812			
C12orf57	29521		Temtamy syndrome	AR	218340			
C19orf12	25443		?Spastic paraplegia 43, autosomal recessive	AR	615043			
C19orf12	25443		Neurodegeneration with brain iron accumulation 4	AD/AR	614298			
C1GALT1C1	24338		Tn polyagglutination syndrome, somatic		300622			
C1QA	1241		C1q deficiency	AR	613652			
C1QB	1242		C1q deficiency	AR	613652			
C1QBP	1243		Combined oxidative phosphorylation deficiency 33	AR	617713			
C1QC	1245		C1q deficiency	AR	613652			
C1QTNF5	14344		Retinal degeneration, late-onset, autosomal dominant	AD	605670			
C1R	1246		Ehlers-Danlos syndrome, periodontal type, 1	AD	130080			
C1S	1247		C1s deficiency		613783			
C1S	1247		Ehlers-Danlos syndrome, periodontal type, 2	AD	617174			
C2CD3	24564		Orofaciodigital syndrome XIV	AR	615948			
C3	1318		C3 deficiency	AR	613779			
C3	1318		{Hemolytic uremic syndrome, atypical, susceptibility to, 5}	AD	612925			
C3	1318		{Macular degeneration, age-related, 9}		611378			
C4A	1323		C4a deficiency	AR	614380			
C4A	1323		[Blood group, Rodgers]		614374			
C4B	1324		C4B deficiency		614379			
C8A	1352		C8 deficiency, type I	AR	613790			
C8B	1353		C8 deficiency, type II	AR	613789			
CA12	1371		Hyperchlorhidrosis, isolated	AR	143860			
CA2	1373		Osteopetrosis, autosomal recessive 3, with renal tubular acidosis	AR	259730			
CA4	1375		Retinitis pigmentosa 17	AD	600852			
CA5A	1377		Hyperammonemia due to carbonic anhydrase VA deficiency	AR	615751			
CA8	1382		Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3	AR	613227			
CABP2	1385		Deafness, autosomal recessive 93	AR	614899			
CABP4	1386		Cone-rod synaptic disorder, congenital nonprogressive	AR	610427			
CACNA1A	1388		Developmental and epileptic encephalopathy 42	AD	617106			
CACNA1A	1388		Episodic ataxia, type 2	AD	108500			
CACNA1A	1388		Migraine, familial hemiplegic, 1	AD	141500			
CACNA1A	1388		Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia	AD	141500			
CACNA1A	1388		Spinocerebellar ataxia 6	AD	183086			
CACNA1B	1389		Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	AR	618497			
CACNA1C	1390		Brugada syndrome 3		611875			
CACNA1C	1390		Long QT syndrome 8	AD	618447			
CACNA1C	1390		Timothy syndrome	AD	601005			
CACNA1D	1391		Primary aldosteronism, seizures, and neurologic abnormalities	AD	615474			
CACNA1D	1391		Sinoatrial node dysfunction and deafness	AR	614896			
CACNA1E	1392		Developmental and epileptic encephalopathy 69	AD	618285			
CACNA1F	1393		Aland Island eye disease	X	300600			
CACNA1F	1393		Cone-rod dystrophy, X-linked, 3	XR	300476			
