# Genepanel: OMIM Version: 01 Date: 2017-11-07
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
ATM	795		Lymphoma, mantle cell, somatic					
ATM	795		T-cell prolymphocytic leukemia, somatic					
ATM	795		{Breast cancer, susceptibility to}	AD	114480			
ATN1	3033		Dentatorubro-pallidoluysian atrophy	AD	125370			
ATOH7	13907		Persistent hyperplastic primary vitreous, autosomal recessive	AR	221900			
ATP13A2	30213		Spastic paraplegia 78, autosomal recessive	AR	617225			
ATP13A2	30213		Kufor-Rakeb syndrome	AR	606693			
ATP1A2	800		Migraine, familial hemiplegic, 2	AD	602481			
ATP1A2	800		Migraine, familial basilar	AD	602481			
ATP1A2	800		Alternating hemiplegia of childhood	AD	104290			
ATP1A3	801		Dystonia-12	AD	128235			
ATP1A3	801		CAPOS syndrome	AD	601338			
ATP1A3	801		Alternating hemiplegia of childhood 2	AD	614820			
ATP1B1	804		[Blood pressure regulation QTL]		145500			
ATP2A1	811		Brody myopathy	AR	601003			
ATP2A2	812		Acrokeratosis verruciformis	AD	101900			
ATP2A2	812		Darier disease	AD	124200			
ATP2B2	815		{Deafness, autosomal recessive 12, modifier of}	AR	601386			
ATP2B3	816		?Spinocerebellar ataxia, X-linked 1	XR	302500			
ATP2C1	13211		Hailey-Hailey disease	AD	169600			
ATP5A1	823		?Mitochondrial complex (ATP synthase) deficiency, nuclear type 4	AR	615228			
ATP5A1	823		?Combined oxidative phosphorylation deficiency 22	AR	616045			
ATP5E	838		?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3		614053			
ATP6AP1	868		Immunodeficiency 47	XR	300972			
ATP6AP2	18305		?Parkinsonism with spasticity, X-linked	XR	300911			
ATP6AP2	18305		Mental retardation, X-linked, syndromic, Hedera type	XR	300423			
ATP6V0A2	18481		Cutis laxa, autosomal recessive, type IIA	AR	219200			
ATP6V0A2	18481		Wrinkly skin syndrome	AR	278250			
ATP6V0A4	866		Renal tubular acidosis, distal, autosomal recessive		602722			
ATP6V1B2	854		Zimmermann-Laband syndrome 2	AD	616455			
ATP6V1B2	854		Deafness, congenital, with onychodystrophy, autosomal dominant	AD	124480			
ATP6V1E1	857		Cutis laxa, autosomal recessive, type IIC	AR	617402			
ATP7A	869		Spinal muscular atrophy, distal, X-linked 3	XR	300489			
ATP7A	869		Occipital horn syndrome	XR	304150			
ATP7A	869		Menkes disease	XR	309400			
ATP7B	870		Wilson disease	AR	277900			
ATP8A2	13533		?Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4	AR	615268			
ATP8B1	3706		Cholestasis, intrahepatic, of pregnancy, 1	AD	147480			
ATP8B1	3706		Cholestasis, benign recurrent intrahepatic	AR	243300			
ATP8B1	3706		Cholestasis, progressive familial intrahepatic 1	AR	211600			
ATPAF2	18802		?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	AR	604273			
ATR	882		GAPO syndrome	AR	230740			
ATR	882		{?Hemangioma, capillary infantile, susceptibility to}	AD	602089			
ATR	882		?Cutaneous telangiectasia and cancer syndrome, familial	AD	614564			
ATR	882		Seckel syndrome 1	AR	210600			
ATRX	886		Alpha-thalassemia/mental retardation syndrome	XD	301040			
ATRX	886		Alpha-thalassemia myelodysplasia syndrome, somatic		300448			
ATRX	886		Mental retardation-hypotonic facies syndrome, X-linked	XR	309580			
ATXN1	10548		Spinocerebellar ataxia 1	AD	164400			
ATXN10	10549		Spinocerebellar ataxia 10	AD	603516			
ATXN2	10555		{Parkinson disease, late-onset, susceptibility to}	IC	168600			
ATXN2	10555		{Amyotrophic lateral sclerosis, susceptibility to, 13}	AD	183090			
ATXN2	10555		Spinocerebellar ataxia 2	AD	183090			
ATXN3	7106		Machado-Joseph disease	AD	109150			
ATXN7	10560		Spinocerebellar ataxia 7	AD	164500			
ATXN8			Spinocerebellar ataxia 8	AD	608768			
ATXN8OS			Spinocerebellar ataxia 8	AD	608768			
AUH	890		3-methylglutaconic aciduria, type I	AR	250950			
AURKA	11393		{Colon cancer, susceptibility to}	AD	114500			
AURKC	11391		Spermatogenic failure 5	AR	243060			
AVP	894		Diabetes insipidus, neurohypophyseal	AD	125700			
AVPR2	897		Diabetes insipidus, nephrogenic	XR	304800			
AVPR2	897		Nephrogenic syndrome of inappropriate antidiuresis	XR	300539			
AXIN1	903		Hepatocellular carcinoma, somatic		114550			
AXIN1	903		?Caudal duplication anomaly		607864			
AXIN2	904		Oligodontia-colorectal cancer syndrome	AD	608615			
AXIN2	904		Colorectal cancer, somatic		114500			
B2M	914		?Amyloidosis, familial visceral	AD	105200			
B2M	914		Immunodeficiency 43	AR	241600			
B3GALNT2	28596		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11	AR	615181			
B3GALT6	17978		Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures	AR	271640			
B3GALT6	17978		Ehlers-Danlos syndrome, progeroid type, 2	AR	615349			
B3GAT3	923		Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects	AR	245600			
B3GLCT			Peters-plus syndrome	AR	261540			
B4GALNT1	4117		Spastic paraplegia 26, autosomal recessive	AR	609195			
B4GALT1	924		Congenital disorder of glycosylation, type IId	AR	607091			
B4GALT7	930		Ehlers-Danlos syndrome with short stature and limb anomalies	AR	130070			
B9D1	24123		?Meckel syndrome 9	AR	614209			
B9D1	24123		Joubert syndrome 27	AR	617120			
B9D2	28636		Meckel syndrome 10	AR	614175			
BAAT	932		Hypercholanemia, familial		607748			
BACH1	935		Breast cancer, early-onset	AD	114480			
BACH1	935		Fanconi anemia, complementation group J		609054			
BAG3	939		Cardiomyopathy, dilated, 1HH	AD	613881			
BAG3	939		Myopathy, myofibrillar, 6	AD	612954			
BANF1	17397		Nestor-Guillermo progeria syndrome	AR	614008			
BAP1	950		Tumor predisposition syndrome	AD	614327			
BARD1	952		{Breast cancer, susceptibility to}	AD	114480			
BAX	959		T-cell acute lymphoblastic leukemia, somatic		613065			
BAX	959		Colorectal cancer, somatic		114500			
BBIP1	28093		?Bardet-Biedl syndrome 18	AR	615995			
BBS1	966		Bardet-Biedl syndrome 1	AR;DR	209900			
BBS10	26291		Bardet-Biedl syndrome 10	AR	615987			
BBS12	26648		Bardet-Biedl syndrome 12	AR	615989			
BBS2	967		Bardet-Biedl syndrome 2	AR	615981			
BBS2	967		Retinitis pigmentosa 74	AR	616562			
BBS4	969		Bardet-Biedl syndrome 4	AR	615982			
BBS5	970		Bardet-Biedl syndrome 5	AR	615983			
BBS7	18758		Bardet-Biedl syndrome 7	AR	615984			
BBS9	30000		Bardet-Biedl syndrome 9	AR	615986			
BCAM	6722		[Blood group, Lutheran system]		111200			
BCAM	6722		[Blood group, Lutheran null]	AR	247420			
BCAM	6722		[Blood group, Auberger system]		111200			
BCAP31	16695		Deafness, dystonia, and cerebral hypomyelination	XR	300475			
BCAT1	976		?Hyperleucinemia-isoleucinemia or hypervalinemia					
BCAT2	977		?Hypervalinemia or hyperleucine-isoleucinemia					
BCKDHA	986		Maple syrup urine disease, type Ia	AR	248600			
BCKDHB	987		Maple syrup urine disease, type Ib	AR	248600			
BCKDK	16902		Branched-chain ketoacid dehydrogenase kinase deficiency		614923			
BCL10	989		?Immunodeficiency 37	AR	616098			
BCL10	989		Lymphoma, MALT, somatic		137245			
BCL10	989		{Lymphoma, follicular, somatic}		605027			
BCL10	989		{Male germ cell tumor, somatic},		273300			
BCL10	989		{Mesothelioma, somatic}		156240			
BCL10	989		{Sezary syndrome, somatic}					
BCL11A	13221		Dias-Logan syndrome	AD	617101			
BCL11B	13222		?Immunodeficiency 49	AD	617237			
BCL3	998		Leukemia/lymphoma, B-cell, 3		109560			
BCL6	1001		Lymphoma, B-cell		109565			
BCL7A	1004		B-cell non-Hodgkin lymphoma, high-grade					
BCO1			Hypercarotenemia and vitamin A deficiency, autosomal dominant	AD	115300			
BCOR	20893		Microphthalmia, syndromic 2	XD	300166			
BCR	1014		Leukemia, chronic myeloid, somatic		608232			
BCR	1014		Leukemia, acute lymphocytic, somatic		613065			
BCS1L	1020		Mitochondrial complex III deficiency, nuclear type 1	AR	124000			
BCS1L	1020		Leigh syndrome	AR;M	256000			
BCS1L	1020		GRACILE syndrome		603358			
BCS1L	1020		Bjornstad syndrome	AR	262000			
BDNF	1033		Central hypoventilation syndrome, congenital	AD	209880			
BDNF	1033		{Anorexia nervosa, susceptibility to}		610269			
BDNF	1033		{Bulimia nervosa, age of onset of weight loss in}		607499			
BDNF	1033		{Memory impairment, susceptibility to}					
BDNF	1033		{Obsessive-compulsive disorder, protection against}	AD	164230			
BEST1	12703		Bestrophinopathy, autosomal recessive		611809			
BEST1	12703		Macular dystrophy, vitelliform, 2	AD	153700			
BEST1	12703		Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma	AD	193220			
BEST1	12703		Retinitis pigmentosa, concentric		613194			
BEST1	12703		Retinitis pigmentosa-50		613194			
BEST1	12703		Vitreoretinochoroidopathy	AD	193220			
BFSP1	1040		Cataract 33, multiple types	AD;AR	611391			
BFSP2	1041		Cataract 12, multiple types	AD	611597			
BGN	1044		Spondyloepimetaphyseal dysplasia, X-linked	XR	300106			
BGN	1044		Meester-Loeys syndrome	X	300989			
BHLHA9	35126		?Camptosynpolydactyly, complex	AR	607539			
BHLHA9	35126		Syndactyly, mesoaxial synostotic, with phalangeal reduction	AR	609432			
BHLHE41	16617		[Short sleeper]	AD	612975			
BICC1	19351		{Renal dysplasia, cystic, susceptibility to}	AD	601331			
BICD2	17208		Spinal muscular atrophy, lower extremity-predominant, 2, AD	AD	615290			
BIN1	1052		Myopathy, centronuclear, autosomal recessive	AR	255200			
BLK	1057		Maturity-onset diabetes of the young, type 11	AD	613375			
BLM	1058		Bloom syndrome	AR	210900			
BLNK	14211		Agammaglobulinemia 4	AR	613502			
BLOC1S3	20914		Hermansky-Pudlak syndrome 8	AR	614077			
BLOC1S6	8549		?Hermansky-pudlak syndrome 9	AR	614171			
BLVRA	1062		Hyperbiliverdinemia	AD;AR	614156			
BMP1	1067		Osteogenesis imperfecta, type XIII	AR	614856			
BMP15	1068		Premature ovarian failure 4	AD	300510			
BMP15	1068		Ovarian dysgenesis 2	AD	300510			
BMP2	1069		Brachydactyly, type A2	AD	112600			
BMP2	1069		{HFE hemochromatosis, modifier of}	AR	235200			
BMP4	1071		Microphthalmia, syndromic 6	AD	607932			
BMP4	1071		Orofacial cleft 11		600625			
BMPER	24154		Diaphanospondylodysostosis	AR	608022			
BMPR1A	1076		Polyposis, juvenile intestinal	AD	174900			
BMPR1A	1076		Polyposis syndrome, hereditary mixed, 2		610069			
BMPR1A	1076		Juvenile polyposis syndrome, infantile form	AD	174900			
BMPR1B	1077		Brachydactyly, type A1, D	AD	616849			
BMPR1B	1077		Acromesomelic dysplasia, Demirhan type	AR	609441			
BMPR1B	1077		Brachydactyly, type A2	AD	112600			
BMPR2	1078		Pulmonary venoocclusive disease 1	AD	265450			
BMPR2	1078		Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated	AD	178600			
BMPR2	1078		Pulmonary hypertension, familial primary, 1, with or without HHT	AD	178600			
BMS1	23505		?Aplasia cutis congenita, nonsyndromic	AD;AR	107600			
BOLA3	24415		Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	AR	614299			
BPGM	1093		Erythrocytosis due to bisphosphoglycerate mutase deficiency	AR	222800			
BRAF	1097		Nonsmall cell lung cancer, somatic					
BRAF	1097		Melanoma, malignant, somatic					
BRAF	1097		LEOPARD syndrome 3	AD	613707			
BRAF	1097		Colorectal cancer, somatic					
BRAF	1097		Cardiofaciocutaneous syndrome	AD	115150			
BRAF	1097		Noonan syndrome 7	AD	613706			
BRAF	1097		Adenocarcinoma of lung, somatic		211980			
BRAT1	21701		Rigidity and multifocal seizure syndrome, lethal neonatal	AR	614498			
BRCA1	1100		{Breast-ovarian cancer, familial, 1}	AD	604370			
BRCA1	1100		{Pancreatic cancer, susceptibility to, 4}		614320			
BRCA2	1101		Fanconi anemia, complementation group D1	AR	605724			
BRCA2	1101		Wilms tumor	AD;SMu	194070			
BRCA2	1101		{Breast cancer, male, susceptibility to}	AD	114480			
BRCA2	1101		{Breast-ovarian cancer, familial, 2}	AD	612555			
BRCA2	1101		{Glioblastoma 3}	AR	613029			
BRCA2	1101		{Medulloblastoma}	AD;AR	155255			
BRCA2	1101		{Pancreatic cancer 2}		613347			
BRCA2	1101		{Prostate cancer}	AD	176807			
BRDT	1105		?Spermatogenic failure 21	AR	617644			
BRF1	11551		Cerebellofaciodental syndrome	AR	616202			
BRIP1	20473		Breast cancer, early-onset	AD	114480			
BRIP1	20473		Fanconi anemia, complementation group J		609054			
BRPF1	14255		Intellectual developmental disorder with dysmorphic facies and ptosis	AD	617333			
BRWD3	17342		Mental retardation, X-linked 93	XR	300659			
BSCL2	15832		Silver spastic paraplegia syndrome	AD	270685			
BSCL2	15832		Neuropathy, distal hereditary motor, type VA	AD	600794			
BSCL2	15832		Lipodystrophy, congenital generalized, type 2	AR	269700			
BSCL2	15832		Encephalopathy, progressive, with or without lipodystrophy	AR	615924			
BSG	1116		[Blood group, OK]		111380			
BSND	16512		Bartter syndrome, type 4a	AR	602522			
BSND	16512		Sensorineural deafness with mild renal dysfunction	AR	602522			
BTD	1122		Biotinidase deficiency	AR	253260			
BTK	1133		Agammaglobulinemia and isolated hormone deficiency	XR	307200			
BTK	1133		Agammaglobulinemia, X-linked 1	XR	300755			
BTNL2			{Sarcoidosis, susceptibility to, 2}	AD	612387			
BUB1	1148		Colorectal cancer with chromosomal instability, somatic					
BUB1B	1149		[Premature chromatid separation trait]	AD	176430			
BUB1B	1149		Mosaic variegated aneuploidy syndrome 1	AR	257300			
BUB1B	1149		Colorectal cancer, somatic		114500			
BVES	1152		?Muscular dystrophy, limb-girdle, type 2X	AR	616812			
C12orf57	29521		Temtamy syndrome	AR	218340			
C12orf65	26784		Combined oxidative phosphorylation deficiency 7	AR	613559			
C12orf65	26784		Spastic paraplegia 55, autosomal recessive	AR	615035			
C15orf41	26929		Dyserythropoietic anemia, congenital, type Ib	AR	615631			
C19orf12	25443		Neurodegeneration with brain iron accumulation 4	AR	614298			
C19orf12	25443		?Spastic paraplegia 43, autosomal recessive	AR	615043			
C1GALT1C1	24338		Tn polyagglutination syndrome, somatic		300622			
C1QA	1241		C1q deficiency	AR	613652			
C1QB	1242		C1q deficiency	AR	613652			
C1QBP	1243		Combined oxidative phosphorylation deficiency 33	AR	617713			
C1QC	1245		C1q deficiency	AR	613652			
C1QTNF5	14344		Retinal degeneration, late-onset, autosomal dominant	AD	605670			
C1R			Ehlers-Danlos syndrome, periodontal type, 1	AD	130080			
C1S	1247		Ehlers-Danlos syndrome, periodontal type, 2	AD	617174			
C1S	1247		C1s deficiency		613783			
C2	1248		C2 deficiency	AR	217000			
C2	1248		{Macular degeneration, age-related, 14, reduced risk of}		615489			
C21orf2	1260		Retinal dystrophy with macular staphyloma	AR	617547			
C21orf2	1260		Spondylometaphyseal dysplasia, axial	AR	602271			
C21orf59	1301		Ciliary dyskinesia, primary, 26	AR	615500			
C2CD3	24564		?Orofaciodigital syndrome XIV	AR	615948			
C2orf71	34383		Retinitis pigmentosa 54		613428			
C3	1318		C3 deficiency	AR	613779			
C3	1318		{Hemolytic uremic syndrome, atypical, susceptibility to, 5}	AD	612925			
C3	1318		{Macular degeneration, age-related, 9}		611378			
C4A	1323		C4a deficiency	AR	614380			
C4A	1323		[Blood group, Rodgers]		614374			
C4B	1324		C4B deficiency		614379			
C4ORF26	26300		Amelogenesis imperfecta, type IIA4	AR	614832			
C5	1331		C5 deficiency		609536			
C5	1331		[Eculizumab, poor response to]	AD	615749			
C5orf42	25801		Joubert syndrome 17	AR	614615			
C5orf42	25801		Orofaciodigital syndrome VI	AR	277170			
C6	1339		C6 deficiency		612446			
C6	1339		Combined C6/C7 deficiency					
C7	1346		C7 deficiency		610102			
C8A	1352		C8 deficiency, type I	AR	613790			
C8B	1353		C8 deficiency, type II	AR	613789			
C8orf37	27232		Retinitis pigmentosa 64	AR	614500			
C8orf37	27232		Cone-rod dystrophy 16	AR	614500			
C8orf37	27232		Bardet-Biedl syndrome 21	AR	617406			
C9	1358		C9 deficiency		613825			
C9	1358		{Macular degeneration, age-related, 15, susceptibility to}		615591			
C9orf72	28337		Frontotemporal dementia and/or amyotrophic lateral sclerosis 1	AD	105550			
CA12	1371		Hyperchlorhidrosis, isolated	AR	143860			
CA2	1373		Osteopetrosis, autosomal recessive 3, with renal tubular acidosis	AR	259730			
CA4	1375		Retinitis pigmentosa 17	AD	600852			
CA5A	1377		Hyperammonemia due to carbonic anhydrase VA deficiency	AR	615751			
CA8	1382		Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3	AR	613227			
CABP2	1385		Deafness, autosomal recessive 93	AR	614899			
CABP4	1386		Cone-rod synaptic disorder, congenital nonprogressive	AR	610427			
CACNA1A	1388		Epileptic encephalopathy, early infantile, 42	AD	617106			
CACNA1A	1388		Episodic ataxia, type 2	AD	108500			
CACNA1A	1388		Migraine, familial hemiplegic, 1	AD	141500			
CACNA1A	1388		Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia	AD	141500			
CACNA1A	1388		Spinocerebellar ataxia 6	AD	183086			
CACNA1B	1389		?Dystonia 23	AD	614860			
CACNA1C	1390		Brugada syndrome 3		611875			
CACNA1C	1390		Timothy syndrome	AD	601005			
CACNA1D	1391		Primary aldosteronism, seizures, and neurologic abnormalities	AD	615474			
CACNA1D	1391		Sinoatrial node dysfunction and deafness	AR	614896			
CACNA1F	1393		Aland Island eye disease	X	300600			
CACNA1F	1393		Cone-rod dystrophy, X-linked, 3	XR	300476			
CACNA1F	1393		Night blindness, congenital stationary (incomplete), 2A, X-linked	X	300071			
CACNA1G	1394		Spinocerebellar ataxia 42	AD	616795			
CACNA1H	1395		Hyperaldosteronism, familial, type IV	AD	617027			
CACNA1H	1395		{Epilepsy, childhood absence, susceptibility to, 6}		611942			
CACNA1H	1395		{Epilepsy, idiopathic generalized, susceptibility to, 6}		611942			
CACNA1S	1397		Hypokalemic periodic paralysis, type 1	AD	170400			
CACNA1S	1397		{Malignant hyperthermia susceptibility 5}	AD	601887			
CACNA1S	1397		{Thyrotoxic periodic paralysis, susceptibility to, 1}	IC	188580			
CACNA2D4	20202		Retinal cone dystrophy 4	AR	610478			
CACNB2	1402		Brugada syndrome 4		611876			
CACNB4	1404		{Epilepsy, juvenile myoclonic, susceptibility to, 6}	AD	607682			
CACNB4	1404		{Epilepsy, idiopathic generalized, susceptibility to, 9}	AD	607682			
CACNB4	1404		Episodic ataxia, type 5	AD	613855			
CACNG2	1406		?Mental retardation, autosomal dominant 10		614256			
CAD	1424		Epileptic encephalopathy, early infantile, 50	AR	616457			
CALCR	1440		{Osteoporosis, postmenopausal, susceptibility}	AD	166710			
CALM1	1442		Ventricular tachycardia, catecholaminergic polymorphic, 4	AD	614916			
CALM1	1442		Long QT syndrome 14	AD	616247			
CALM2	1445		Long QT syndrome 15	AD	616249			
CALR	1455		Myelofibrosis, somatic		254450			
CALR	1455		Thrombocythemia, somatic		187950			
CALR3	20407		?Cardiomyopathy, hypertrophic, 19	AD	613875			
CAMTA1	18806		Cerebellar ataxia, nonprogressive, with mental retardation	AD	614756			
CANT1	19721		Epiphyseal dysplasia, multiple, 7	AR	617719			
CANT1	19721		Desbuquois dysplasia 1	AR	251450			
CAPN1	1476		Spastic paraplegia 76, autosomal recessive	AR	616907			
CAPN10	1477		{Diabetes mellitus, noninsulin-dependent 1}		601283			
CAPN3	1480		Muscular dystrophy, limb-girdle, type 2A	AR	253600			
CAPN5	1482		Vitreoretinopathy, neovascular inflammatory	AD	193235			
CARD11	16393		B-cell expansion with NFKB and T-cell anergy	AD	616452			
CARD11	16393		Immunodeficiency 11A	AR	615206			
CARD11	16393		Immunodeficiency 11B with atopic dermatitis	AD	617638			
CARD14	16446		Pityriasis rubra pilaris	AD	173200			
CARD14	16446		Psoriasis 2	AD	602723			
CARD9	16391		Candidiasis, familial, 2, autosomal recessive	AR	212050			
CARS2	25695		Combined oxidative phosphorylation deficiency 27	AR	616672			
CARTPT	24323		{?Obesity, susceptibility to}	AD;AR	601665			
CASK	1497		Mental retardation, with or without nystagmus		300422			
CASK	1497		Mental retardation and microcephaly with pontine and cerebellar hypoplasia	XD	300749			
CASK	1497		FG syndrome 4		300422			
CASP10	1500		Autoimmune lymphoproliferative syndrome, type II	AD	603909			
